"rid","berth_id","port_id","terminal_id","berth_name","berth_operator","berth_type","berth_status","facility_type","latitude_indicator","longitude_indicator","dec_latitude","dec_longitude","berth_length_flat_side","berth_length_incl_dolphins","berth_length_continuous","depth_alongside_lw","draught_hw_max","draught_lw_max","berth_ukc_min","tidal_range_spring","tidal_range_neap","night_berthing","night_berthing_note","night_unberthing","ship_loa_max","ship_loa_min","ship_loa_note","ship_dwt_max","ship_dwt_min","ship_dwt_note","ship_disp_max","ship_disp_min","ship_disp_note","gas_capacity_min","gas_capacity_max","gas_capacity_note","ship_beam_max","ship_beam_note","berth_disp_max","gt_max","teu","total_pbl_min","manifold_bcm_max","manifold_bcm_min","manifold_scm_max","manifold_scm_min","manifold_height_max","manifold_height_min","derrick_swl_min","wl_masthead_height_max","manifold_pbl_min_fwd","manifold_pbl_min_aft","manifold_used","ro_ro","passenger","ramp_width","ramp_swl","breakbulk","naval","coastal","timber_products","fishing","container","transhipment","offshore","project_heavy","steel_products","twin_span","cranes_note","all_weather_berth","cold_ironing","side_alongside","bunkers_hfo","delivery_hfo","gangway_used","bunkers_do_go","delivery_do_go","moorings_fwd","moorings_aft","bunkers_lng","delivery_lng","fresh_water","delivery_fw","cow","berth_additional_info","reefer","livestock","waterline_height_hw_max_decimal","dry_bulk_cargo","sdc_berth_line","sdc_berth_type","is_confirmed","sdc_berth_name","lastupdatedate","remark"
"20663","97085","14635","53381","USCG","USCG","Pier","Active","Dry Cargo","N","W","33.724717","-118.26905","382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22/3/2022 14:58:53+08",
"270906","61421","14635","41539","206","Port of Los Angeles/Pasha Stevedoring & Terminals","Quay","Closed","Dry Cargo","N","W","33.763517","-118.246533",,,"665","12.1","9.8",,,,,,,,"180",,,"38000",,,,,,,,,"28.6",,,"23000",,,,,,,,,,,,,,,,,,"True",,,,,"True",,,,,,,,"True","Port or Starboard",,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"POLA Container Terminal_206","19/4/2021 14:01:14+08",
"270908","61423","14635","41539","207","Port of Los Angeles/Pasha Stevedoring & Terminals","Quay","Active","Dry Cargo","N","W","33.763083","-118.247817",,,"665","12.1",,,,,,"All vessels",,"All vessels","200",,,"62000",,,,,,,,,"32.26",,,"38000",,,,,,,,,,,,,,,,,,"True",,,,,"True",,,,,,"Vessels use their own gear.",,"True","Starboard",,,,,,,,,,,,,,,,,,,,,"POLA Container Terminal_207","19/4/2021 14:00:22+08",
"270909","61424","14635","41539","208","Port of Los Angeles/Pasha Stevedoring & Terminals","Quay","Active","Dry Cargo","N","W","33.762533","-118.24935",,,"665","12.1","9.9",,,,,"All vessels",,"All vessels","205",,,"64000",,,,,,,,,"32.26",,,"38000",,,,,,,,,,,,,,,,,,"True",,,,,"True",,,,,,"Vessels use their own gear.",,"True","Port or Starboard",,,,,,,,,,,,,,,,,,,,,"POLA Container Terminal_208","19/4/2021 13:18:12+08",
"270910","61425","14635","41539","209","Port of Los Angeles/Pasha Stevedoring & Terminals","Quay","Active","Dry Cargo","N","W","33.762","-118.250867",,,"665","12.1",,,,,,"All vessels",,"All vessels","225",,,"74717",,,,,,,,,"32.26",,,"40562",,,,,,,,,,,,,,,,,,"True",,,,,"True",,,,,,"Vessels use their own gear.",,"True","Port or Starboard",,,,,,,,,,,,,,,,,,,,,"POLA Container Terminal_209","19/4/2021 13:02:09+08",
"270828","61413","14635","41538","No 135","Trans Pacific Service Corp (TraPac)","Alongside","Never Existed","Dry Cargo","N","W","33.768033","-118.277667","247",,"1234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"11 post Panamax with 30m gauge, 40t capacity.",,,,,,,,,,,,,,,,"Depths from 10.6 - 16.1m",,,,,,,,"TraPac Container Terminal_No 135","6/1/2016 12:51:22+08",
"270829","61414","14635","41538","136 and 137","TraPac LLC","Quay","Active","Dry Cargo","N","W","33.76645","-118.2755","315",,"630","13.7","12.6",,,,,"All vessels",,"All vessels","336",,,"105376",,,,,,,,,"45.8",,,"105644","9592",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"10 x Post- Panamax cranes with 30m gauge, 40t capacity available at the terminal.",,"True","Port",,,,,,,,,,,,,"Depths from 13.7 - 16.1m. ","True",,,,,,,"TraPac Container Terminal_136 and 137","20/4/2021 12:16:45+08",
"270830","61415","14635","41538","138 and 139","TraPac LLC","Quay","Active","Dry Cargo","N","W","33.766867","-118.271933","315",,"630","13.7","12.6",,,,,"All vessels",,"All vessels","336.3",,,"115997",,,,,,,,,"48.4",,,"93811","8749",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"10 x Post- Panamax cranes with 30m gauge, 40t capacity available at the terminal.",,"True","Port",,,,,,,,,,,,,"Depths from 13.7 - 16.1m.","True",,,,,,,"TraPac Container Terminal_138 and 139","20/4/2021 12:14:44+08",
"270831","61416","14635","41538","No 138","trans Pacific Service Corp (TraPac)","Quay","Never Existed","Dry Cargo","N","W","33.7661","-118.270983","247",,"1234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"11 post Panamax with 30m gauge, 40t capacity",,,,,,,,,,,,,,,,"Depths frm 10.6 - 16.1m",,,,,,,,"TraPac Container Terminal_No 138","6/1/2016 12:54:43+08",
"270907","61418","14635","41538","No 139","Trans Pacific Service Corp (TraPac)","Quay","Never Existed","Dry Cargo","N","W","33.763883","-118.271817","247",,"1234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"11 post Panamax with 30m gauge, 40t capacity",,,,,,,,,,,,,,,,"Depths from 10.6 - 16.1m",,,,,,,,"TraPac Container Terminal_No 139","6/1/2016 12:54:48+08",
"270832","61241","14635","40062","195","Wallenius Wilhelmsen Solutions (WWS)","Quay","Active","Dry Cargo","N","W","33.766583","-118.254333",,,"600","9.7",,,,,,"All vessels",,"All vessels","200",,,"22747",,,,,,,,,"38",,,"75126",,,,,,,,,,,,,,"PTCC",,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,,,,,,,,"Depths from 9.7-10.3m.",,,,,,,,"Automobile Terminal_195","19/4/2021 14:31:22+08",
"270833","61242","14635","40062","196","Wallenius Wilhelmsen Solutions (WWS)","Quay","Active","Dry Cargo","N","W","33.76745","-118.253517",,,"600","9.7",,,,,,"All vessels",,"All vessels","199.94",,,"21120",,,,,,,,,"32.26",,,"57718",,,,,,,,,,,,,,"PTCC",,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,,,,,,,,"Depths from 9.7-10.3m.",,,,,,,,"Automobile Terminal_196","19/4/2021 14:27:12+08",
"270834","61243","14635","40062","197","Wallenius Wilhelmsen Solutions (WWS)","Quay","Closed","Dry Cargo","N","W","33.7683","-118.2527",,,"600","9.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PTCC",,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,"Depths 9.7-10.3m. 19/04/2021 - No vessel visits in one year.",,,,,,,,"Automobile Terminal_197","19/4/2021 14:23:14+08",
"270835","61244","14635","40062","198","Wallenius Wilhelmsen Solutions (WWS)","Quay","Active","Dry Cargo","N","W","33.769183","-118.251883",,,"600","9.7","8.7",,,,,"All vessels",,"All vessels","200",,,"21523",,,,,,,,,"32.26",,,"59447",,,,,,,,,,,,,,"PTCC",,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,"Depths 9.7-10.3m.",,,,,,,,"Automobile Terminal_198","19/4/2021 14:15:13+08",
"270836","61245","14635","40062","199","Wallenius Wilhelmsen Solutions (WWS)","Quay","Active","Dry Cargo","N","W","33.76995","-118.251183",,,"600","9.7",,,,,,,,,"210.92",,,"24750",,,,,,,,,"32.26",,,"42769",,,,,,,,,,,,,,"PTCC",,,,"True",,,,,,,,,,,,,,,,,"Ship",,,,,,,,,,"Depths 9.7-10.3m.",,,,,,,,"Automobile Terminal_199","19/4/2021 14:10:14+08",
"270837","61246","14635","40062","200A/B","Wallenius Wilhelmsen Solutions (WWS)","Quay","Closed","Dry Cargo","N","W","33.7713","-118.2502","224",,,"7.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PCC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Automobile Terminal_200A/B","19/4/2021 14:08:00+08",
"270823","61322","14635","47469","049","USMMVWWII (Port of Los Angeles)","Quay","Never Existed","Dry Cargo","N","W","33.7169","-118.273133","107",,"775","15.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Used by SS Lane Victory. Historic ship from WWII, Korean and Vietnam wars. Owned and operated by United States Merchant Marine Veterans of World War II (USMMVWWII).",,,,,,,,"Port of Los Angeles_49","17/5/2019 12:00:40+08",
"270824","61323","14635","47469","050","USMMVWWII (Port of Los Angeles)","Quay","Never Existed","Dry Cargo","N","W","33.717933","-118.273517","107",,"775","15.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Used by SS Lane Victory. Historic ship from WWII, Korean and Vietnam wars. Owned and operated by United States Merchant Marine Veterans of World War II (USMMVWWII).",,,,,,,,"Port of Los Angeles_5","17/5/2019 12:00:40+08",
"270825","61324","14635","47469","051","Port of Los Angeles","Quay","Never Existed","Dry Cargo","N","W","33.718467","-118.27375","187",,"775","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,,,,,,"Used by public service and speciality vessels.",,,,,,,,"Port of Los Angeles_51","17/5/2019 12:00:40+08",
"270826","61325","14635","47469","052","Port of Los Angeles","Quay","Never Existed","Dry Cargo","N","W","33.719717","-118.2742","187",,"775","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,,,,,,"Used by public service and speciality vessels.",,,,,,,,"Port of Los Angeles_52","17/5/2019 12:00:40+08",
"270827","61326","14635","47469","053","Port of Los Angeles","Quay","Never Existed","Dry Cargo","N","W","33.72225","-118.275183","187",,"775","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,,,,,,"Used by public service and speciality vessels.",,,,,,,,"Port of Los Angeles_53","17/5/2019 12:00:40+08",
"270838","61329","14635","41534","54","SSA Pacific","Quay","Active","Dry Cargo","N","W","33.72395","-118.275767","204",,"408","10.98","8.7",,,,,"All vessels",,"All vessels","294.13",,,"16950",,,,,,,,,"38",,,"93502",,,,,,,,,,,,,,,"Cruise",,,"True",,,,,,,,,,,,,,"Port or Starboard","IFO",,,,,,,,,"Available",,,,"True",,,,,,,"SSA Pacific - Outer Harbour_54","19/4/2021 07:48:19+08",
"270839","61330","14635","41534","55","SSA Pacific","Quay","Active","Dry Cargo","N","W","33.725167","-118.276233","204",,"408","10.52","8.8",,,,,"All vessels",,"All vessels","178.5",,,"16950",,,,,,,,,"38",,,"14406",,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,"Starboard",,,,,,,,,,,,,"May 2025 - completed the transition of its fleet of 44 small-capacity and heavy duty forklifts from propane-fueled to battery-electric powered.","True",,,,,,,"SSA Pacific - Outer Harbour_55","13/5/2025 10:15:49+08",
"270840","61331","14635","41535","174","Pasha Stevedoring & Terminals LP","Quay","Active","Dry Cargo","N","W","33.757233","-118.263067",,,"300","14.7","12.8",,,,,"All vessels",,"All vessels","212.5",,,"64000",,,,,,,,,"32.26",,,"39258",,,,,,,,,,,,,,,,,,"True",,,"True",,"True",,,"True","True",,"3 x gantry cranes available at berths 174 - 176.",,,"Port",,,,,,,,,,,,,,,,,,,,,"Pasha Terminal I (Slip 5)_174","20/4/2021 08:12:50+08",
"270841","61332","14635","41535","175","Pasha Stevedoring & Terminals","Quay","Active","Dry Cargo","N","W","33.75795","-118.2624",,,"300","14.75","12.8",,,,,"All vessels",,"All vessels","208.78",,,"64000",,,,,,,,,"32.26",,,"37158",,,,,,,,,,,,,,,,,,"True",,,"True",,"True",,,"True","True",,"3 x gantry cranes available at berths 174 - 176.",,,"Port",,,,,,,,,,,,,,,,,,,,,"Pasha Terminal I (Slip 5)_175","20/4/2021 08:09:49+08",
"270842","61333","14635","41535","176","Pasha Stevedoring & Terminals","Quay","Active","Dry Cargo","N","W","33.758783","-118.261633",,,"300","14.75","12.8",,,,,"All vessels",,"All vessels","208.78",,,"64000",,,,,,,,,"32.26",,,"40250",,,,,,,,,,,,,,,,,,"True",,,"True",,"True",,,"True","True",,"3 x gantry cranes available at berths 174 - 176.",,,"Port",,,,,,,,,,,,,,,,,,,,,"Pasha Terminal I (Slip 5)_176","19/4/2021 15:26:05+08",
"270843","61334","14635","41535","177","Pasha Stevedoring & Terminals LP","Quay","Damaged","Dry Cargo","N","W","33.76015","-118.261133",,,"432","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,"True",,"False",,,"True","True",,,,,,,,,,,,,,,,,,,,,,,,,,"Pasha Terminal I (Slip 5)_177","17/5/2019 11:06:06+08",
"270844","61335","14635","41535","178","Pasha Stevedoring & Terminals LP","Quay","Damaged","Dry Cargo","N","W","33.761433","-118.2612",,,"432","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,"True",,"False",,,"True","True",,,,,,,,,,,,,,,,,,,,,,,,,,"Pasha Terminal I (Slip 5)_178","17/5/2019 11:06:13+08",
"270845","61336","14635","41535","179","Pasha Stevedoring & Terminals LP","Quay","Closed","Dry Cargo","N","W","33.762667","-118.261367",,,"432","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,"True",,"False",,,"True","True",,,,,,,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Pasha Terminal I (Slip 5)_179","19/4/2021 15:23:38+08",
"270846","61337","14635","41535","180","Pasha Stevedoring & Terminals LP","Quay","Closed","Dry Cargo","N","W","33.763767","-118.262117","140",,"280","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,"True",,"False",,,"True","True",,,,,,,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Pasha Terminal I (Slip 5)_18","19/4/2021 15:20:30+08",
"270847","61338","14635","41535","181","Pasha Stevedoring & Terminals LP","Quay","Closed","Dry Cargo","N","W","33.764467","-118.26305","140",,"280","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,"True",,"False",,,"True","True",,,,,,,,,,,,,,,,,,"19/04/2021 - No vessel visits in one year.",,,,,,,,"Pasha Terminal I (Slip 5)_181","19/4/2021 15:16:47+08",
"270848","61339","14635","41535","No 87","Pasha Stevedoring & Terminals","Alongside","Never Existed","Dry Cargo",,,,,"244",,,"10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasha Terminal I (Slip 5)_No 87","17/8/2016 16:07:39+08",
"270849","61340","14635","40086","153","Pasha Stevedoring & Terminals LP","Quay","Closed","Dry Cargo","N","W","33.75475","-118.269783","175",,"524",,"9.9",,,,,,,,"190",,,"56546",,,,,,,,,"32.26",,,,,,,,,,,,,,,,,,,,,"True",,,"True",,"False",,,"True",,,,,,,,,,,,,,,,,,,"20/04/2021 - No vessel visits in one year.",,,,,,,,"Pasha Stevedoring Terminal (Slip 1)_153","20/4/2021 10:06:39+08",
"270850","61341","14635","40086","154","Pasha Stevedoring & Terminals LP","Quay","Closed","Dry Cargo","N","W","33.756333","-118.2699","175",,"525","9.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,"True",,"False",,,"True",,,,,,,,,,,,,,,,,,,"20/04/2021 - No vessel visits in one year.",,,,,,,,"Pasha Stevedoring Terminal (Slip 1)_154","20/4/2021 09:54:14+08",
"270851","61342","14635","40086","155","Pasha Stevedoring & Terminals LP","Quay","Closed","Dry Cargo","N","W","33.758","-118.27","175",,"525","9.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,"True",,"False",,,"True",,,,,,,,,,,,,,,,,,,"20/04/2021 - No vessel visits in one year.",,,,,,,,"Pasha Stevedoring Terminal (Slip 1)_155","20/4/2021 09:52:52+08",
"270852","61343","14635","41536","100 (and 101)","China Shipping North America","Quay","Active","Dry Cargo","N","W","33.75195","-118.274217","381",,"762","16.15","14",,,,,"All vessels",,"All vessels","366.46",,,"165977",,,,,,,,,"51.2",,,"153666","15000",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 x 50t Post- Panamax cranes and 10 x 100t Super Post- Panamax cranes available at the terminal.",,"True","Port",,,,,,,,,,,,,,,,,,,,,"China Shipping Container Terminal (WBCT)_100 (and 101)","20/4/2021 14:15:12+08",
"270853","61344","14635","41537","121","West basin Container Terminal","Alongside","Never Existed","Dry Cargo","N","W","33.759183","-118.276983","97",,"1066","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 post Panamax & 3 Panamax",,,,,,,,,,,,,,,,"Depths from 10.6 - 13.7m",,,,,,,,"Yang Ming Marine Transport (WBCT)_121","18/8/2016 10:34:01+08",
"270854","61345","14635","41537","No 122","West Basin Container Terminal","Alongside","Never Existed","Dry Cargo","N","W","33.760133","-118.2761","97",,"1066","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 post Panamax & 3 Panamax",,,,,,,,,,,,,,,,"Depths from 10.6 - 13.7m",,,,,,,,"Yang Ming Marine Transport (WBCT)_No 122","18/8/2016 10:34:32+08",
"270855","61346","14635","41537","No 123","West Basin Container Terminal","Alongside","Never Existed","Dry Cargo","N","W","33.761217","-118.275833","97",,"1066","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 post Panamaz & 3 Panamax",,,,,,,,,,,,,,,,"Depths from 10.6 - 13.7m",,,,,,,,"Yang Ming Marine Transport (WBCT)_No 123","18/8/2016 10:34:42+08",
"270856","61347","14635","41537","No 124","West Basin Container Terminal","Alongside","Never Existed","Dry Cargo","N","W","33.761833","-118.276183","97",,"1066","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 post Panamax & 3 Panamax",,,,,,,,,,,,,,,,"Depths from 10.6 - 13.7m",,,,,,,,"Yang Ming Marine Transport (WBCT)_No 124","18/8/2016 10:35:24+08",
"270857","61348","14635","41537","121 to 124","Yang Ming Marine Transport","Quay","Active","Dry Cargo","N","W","33.759733","-118.276583",,,"294","13.7","10.3",,,,,"All vessels",,"All vessels","312",,,"63014",,,,,,,,,"37.4",,,"52467","5071",,,,,,,,,,,,,"Freight",,,,,,,,,"True",,,,,,"5 x Post- Panamax gantry cranes available at the terminal.",,"True","Port or Starboard",,,,,,,,,,,,,,,,,,,,,"Yang Ming Marine Transport (WBCT)_121 to 124","20/4/2021 13:32:01+08",
"270858","61349","14635","41537","126","Yang Ming Marine Transport","Quay","Active","Dry Cargo","N","W","33.76145","-118.27595",,,"921","13.7","11.7",,,,,"All vessels",,"All vessels","294.12",,,"72982",,,,,,,,,"40",,,"71821","6350",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 x Post- Panamax gantry cranes available at the terminal.",,"True","Port",,,,,,,,,,,,,,,,,,,,,"Yang Ming Marine Transport (WBCT)_126","20/4/2021 12:46:15+08",
"270859","61350","14635","41537","127","Yang Ming Marine Transport","Quay","Active","Dry Cargo","N","W","33.76275","-118.2767",,,"921","13.7",,"9",,,,"All vessels",,"All vessels","294",,,"67000",,,,,,,,,"32.26",,,"53453","4992",,,,,,,,,,,,,"Freight",,,,,,,,,"True",,,,,,"5 x Post- Panamax gantry cranes available at the terminal.",,"True","Starboard",,,,,,,,,,,,,,,,,,,,,"Yang Ming Marine Transport (WBCT)_127","20/4/2021 12:44:10+08",
"270860","61351","14635","41537","128","Yang Ming Marine Transport","Quay","Active","Dry Cargo","N","W","33.764033","-118.277433",,,"921","13.7","11.9",,,,,"All vessels",,"All vessels","294",,,"65600",,,,,,,,,"32.2",,,"55534","2646",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 x Post- Panamax gantry cranes available at the terminal.",,"True","Port",,,,,,,,,,,,,,,,,,,,,"Yang Ming Marine Transport (WBCT)_128","20/4/2021 12:42:56+08",
"270861","61352","14635","41537","129","Yang Ming Marine Transport","Quay","Active","Dry Cargo","N","W","33.765283","-118.278183",,,"921","13.7",,,,,,"All vessels",,"All vessels","277",,,"67987",,,,,,,,,"40",,,"65792","5510",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 x Post- Panamax gantry cranes available at the terminal.",,"True","Port or Starboard",,,,,,,,,,,,,,,,,,,,,"Yang Ming Marine Transport (WBCT)_129","20/4/2021 12:40:02+08",
"270862","61353","14635","41537","130","Yang Ming Marine Transport","Quay","Closed","Dry Cargo","N","W","33.766517","-118.278883",,,"921","13.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 x Post- Panamax gantry cranes available at the terminal.",,"True","Port",,,,,,,,,,,,,"20/04/2021 - No vessel visits in one year.",,,,,,,,"Yang Ming Marine Transport (WBCT)_13","20/4/2021 12:38:37+08",
"270863","61354","14635","41537","131","Yang Ming Marine Transport","Quay","Closed","Dry Cargo","N","W","33.76775","-118.279567",,,"921","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"5 x Post- Panamax gantry cranes available at the terminal.",,"True","Port",,,,,,,,,,,,,"Depths from 10.6 - 13.7m. 20/04/2021 - No vessel visits in one year.",,,,,,,,"Yang Ming Marine Transport (WBCT)_131","20/4/2021 12:37:56+08",
"270864","61505","14635","40115","091","Ports America","Quay","Closed","Dry Cargo","N","W","33.744833","-118.276067","150",,"450","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,"True",,,,"Passenger",,,,,,,,,,"Fendered quay. 20/04/2021 - No vessel visits in one year.",,,,,,,,"World Cruise Centre (Inner Harbour)_91","20/4/2021 14:42:26+08",
"270865","61506","14635","40115","092","Ports America","Quay","Active","Dry Cargo","N","W","33.746183","-118.275283","150",,"450","11.2",,,,,,,,,"330",,,"12512",,,,,,,,,"38.4",,,"144216",,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,"True","Port",,,"Passenger",,,,,,,,,,"Fendered quay.",,,,,,,,"World Cruise Centre (Inner Harbour)_92","20/4/2021 14:39:50+08",
"270866","61507","14635","40115","093A","Ports America","Quay","Active","Dry Cargo","N","W","33.747367","-118.2759","180",,"360","11.2",,,,,,"All vessels",,"All vessels","299.5",,,"10965",,,,,,,,,"36",,,"113561",,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,"True","Port",,,"Passenger",,,,,,,,,,"Fendered quay.",,,,,,,,"World Cruise Centre (Inner Harbour)_093A","20/4/2021 14:26:29+08",
"270867","61508","14635","40115","093B","Ports America","Quay","Active","Dry Cargo","N","W","33.748183","-118.277533","180",,"360","11.2",,,,,,"All vessels",,"All vessels","299.5",,,"10965",,,,,,,,,"36",,,"113561",,,,,,,,,,,,,,,"Cruise",,,,,,,,,,,,,,,,"True","Port",,,"Passenger",,,,,,,,,,"Fendered quay.",,,,,,,,"World Cruise Centre (Inner Harbour)_093B","20/4/2021 14:17:55+08",
"270868","61496","14635","40112","210 and 211","SA Recycling LLC","Quay","Active","Dry Cargo","N","W","33.761233","-118.2531","115","327",,"10.6",,,,,,"All vessels",,"All vessels","225",,,"75000",,,,,,,,,"32.26",,,"41000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vessels can also use their own gear.",,,"Starboard",,,,,,,,,,,,,,,,,"Scrap Metal",,,,"SA Recycling Terminal_210 and 211","19/4/2021 10:46:32+08",
"270869","61497","14635","40112","No 211","Hugo Neu-Proler Co","Quay","Never Existed","Dry Cargo","N","W","33.76135","-118.252533","228",,"457","10.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crand & 2,000t onsite shredder",,,,,,,,,,,,,,,,,,,,"Scrap Metal",,,,"SA Recycling Terminal_No 211","14/11/2017 08:38:30+08",
"270871","61489","14635","41543","404","APM Terminals","Quay","Active","Dry Cargo","N","W","33.7295","-118.25645","405",,"1620","16.76",,,,,,,,,"366",,,"148992",,,,,,,,,"48.4",,,"140872","20000",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"19 x STS Super Post- Panamax Cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,,"True",,,,,,,"APM Terminals_404","6/12/2022 10:49:20+08",
"270872","61490","14635","41543","405","APM Terminals","Quay","Active","Dry Cargo","N","W","33.727567","-118.2589","305",,"610","16.76",,,,,,,,,"395.47",,,"199273",,,,,,,,,"59",,,"192237","19224",,,,,,,,,,,,,,,,,"True",,,,,"True",,,"True",,,"19 x STS Super Post- Panamax Cranes available at the terminal.",,,"Port or Starboard",,,,,,,,,,,,,,,,,,,,,"California United Terminals_405","6/12/2022 10:49:28+08",
"270873","61491","14635","41543","406","APM Terminals","Quay","Active","Dry Cargo","N","W","33.725917","-118.259667","305",,"610","16.76",,,,,,,,,"366.44",,,"140973",,,,,,,,,"48.4",,,"141754","13092",,,,,,,,,,,,,,,,,"True",,,,,"True",,,,,,"19 x STS Super Post- Panamax Cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,,,,,,,,,"California United Terminals_406","6/12/2022 10:49:34+08",
"270874","61492","14635","41542","306","Eagle Marine Services, Ltd.","Quay","Under Construction","Dry Cargo","N","W","33.735567","-118.246233","380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"8 x Post- Panamax cranes and 8 x Super Post- Panamax cranes available at the terminal.",,,,,,,,,,,,,,,,,"True",,,,,,,"Fenix Marine Services Terminal_306","16/5/2019 09:51:16+08",
"270875","61485","14635","41543","401","APM Terminals","Quay","Active","Dry Cargo","N","W","33.733117","-118.243867","405",,"1620","16.76",,,,,,,,,"395.47",,,"199273",,,,,,,,,"59",,,"192237","20000",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"19 x STS Super Post- Panamax Cranes available at the terminal.",,,"Port or Starboard",,,,,,,,,,,,,,"True",,,,,,,"APM Terminals_401","6/12/2022 10:48:58+08",
"270876","61486","14635","41543","402","APM Terminals","Quay","Active","Dry Cargo","N","W","33.731917","-118.24795","405",,"1620","16.76",,,,,,,,,"399.99",,,"228149",,,,,,,,,"61.51",,,"232618","23756",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"19 x STS Super Post- Panamax Cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,,"True",,,,,,,"APM Terminals_402","6/12/2022 10:49:05+08",
