"rid","berth_id","port_id","terminal_id","berth_name","berth_operator","berth_type","berth_status","facility_type","latitude_indicator","longitude_indicator","dec_latitude","dec_longitude","berth_length_flat_side","berth_length_incl_dolphins","berth_length_continuous","depth_alongside_lw","draught_hw_max","draught_lw_max","berth_ukc_min","tidal_range_spring","tidal_range_neap","night_berthing","night_berthing_note","night_unberthing","ship_loa_max","ship_loa_min","ship_loa_note","ship_dwt_max","ship_dwt_min","ship_dwt_note","ship_disp_max","ship_disp_min","ship_disp_note","gas_capacity_min","gas_capacity_max","gas_capacity_note","ship_beam_max","ship_beam_note","berth_disp_max","gt_max","teu","total_pbl_min","manifold_bcm_max","manifold_bcm_min","manifold_scm_max","manifold_scm_min","manifold_height_max","manifold_height_min","derrick_swl_min","wl_masthead_height_max","manifold_pbl_min_fwd","manifold_pbl_min_aft","manifold_used","ro_ro","passenger","ramp_width","ramp_swl","breakbulk","naval","coastal","timber_products","fishing","container","transhipment","offshore","project_heavy","steel_products","twin_span","cranes_note","all_weather_berth","cold_ironing","side_alongside","bunkers_hfo","delivery_hfo","gangway_used","bunkers_do_go","delivery_do_go","moorings_fwd","moorings_aft","bunkers_lng","delivery_lng","fresh_water","delivery_fw","cow","berth_additional_info","reefer","livestock","waterline_height_hw_max_decimal","dry_bulk_cargo","sdc_berth_line","sdc_berth_type","is_confirmed","sdc_berth_name","lastupdatedate","remark"
"270870","61488","14635","41543","403","APM Terminals","Quay","Active","Dry Cargo","N","W","33.730717","-118.252017","405",,"1620","16.76","15",,,,,,,,"399.76",,,"224999",,,,,,,,,"60.99",,,"228741","23656",,,,,,,,,,,,,,,,,,,,,,"True",,,,,,"19 x STS Super Post- Panamax Cranes available at the terminal.",,,"Starboard",,,,,,,,,,,,,,"True",,,,,,,"APM Terminals_403","6/12/2022 10:49:13+08",
"270924","34663","14635","19592","238","Torrance Logistics Co.","Quay","Active","Tanker","N","W","33.734283","-118.2735","69","293",,"11.2","10.3",,"0.3",,,"All Vessels",,"All vessels","228.6",,,"106192",,,"45722",,,,,,"42",,,,,,,,,,,,,,,,"Port",,,,,,,,,,,,,,,,,,,"PORT",,,"Shore (crew)",,,"Vessels gerater than 25,000 DWT 3 Head , 2 breast, 2 springs.","Vessels greater than 25,000 DWT   3 Stern, 2 breast, 2 springs",,,"Available",,,,,,,,,,,"Torrance Logistics Co. South Western Marine Terminal_238","16/4/2021 13:45:00+08",
"270929","63534","14635","41538","No 145",,"Quay","Never Existed","Dry Cargo",,,,,"160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,"Depth 10.6-13.7m",,,,,,,,"TraPac Container Terminal_No 145","6/1/2016 13:05:53+08",
"272127","61052","15401","40015","Pier 08 (North)","Port Authority of New York and New Jersey ","Pier","Never Existed","Dry Cargo","N","W","40.6906","-74.00365","300",,,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"True",,,,,,,,,,,,,,,,,,,,,,,,,,,"Depths from 9.0 to 10.0m",,,,,,,,"Brooklyn Piers_Pier 08 (North)","2/5/2019 13:47:49+08",
"271993","55976","15401","37017","B Dock P Amboy 906",,"Jetty","Never Existed","Tanker",,,,,"130",,,"6.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stolt Outerbridge- P Amboy_B Dock P Amboy 906","27/6/2011 15:24:38+08",
"271994","55977","15401","36996","New England",,"Quay","Never Existed","Tanker",,,,,,,,"10.67","10.21",,,,,,,,"244",,,,,,"35000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn- New England_New England","20/7/2012 09:28:20+08",
"271988","55963","15401","37032","South Sewaren Berth","Shell","L Jetty","Active","Tanker","N","W","40.541183","-74.253367","26","200",,"11.58","11.26",,"0.32","1.52","1.37","All vessels",,"All vessels","243.82","38.09",,"80000",,,,,,,,,"36",,,,,,"121.19",,"121.19",,"15.23",,,"43.59",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Shore (crew)",,,,,,,"Not Available",,,,,,,,,,,"Shell - Sewaren Terminal_South Sewaren Berth","4/5/2021 09:36:40+08",
"271989","55964","15401","37013","Port Mobil",,"Pier","Never Existed","Tanker",,,,,,,,,"11.58",,,,,,,,"205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port Mobil_Port Mobil","7/7/2011 14:37:04+08",
"271990","55965","15401","36994","Linden n/ Vill",,"Pier","Never Existed","Tanker",,,,,,,,"10.66","10.36",,,,,,,,"259.08",,,"50000",,,,,,,,,"34.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linden City_Linden n/ Vill","20/7/2012 09:43:12+08",
"271992","55967","15401","37023","Archer Daniel",,"Pier","Never Existed","Tanker","N","W","40.6385","-74.196717",,,,"9.75","9.44",,,,,,,,"183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CITGO Petroleum Tremley Point Terminal_Archer Daniel","8/7/2011 13:13:20+08",
"271995","55950","15401","36997","Amerada Hess","Duplicate","Jetty","Never Existed","Tanker",,,,,,,,"0","10.36",,,,,,,,"246.88",,,"100000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_Amerada Hess","15/4/2011 11:56:25+08",
"271996","55951","15401","36997","Belcher/STA",,"Pier","Never Existed","Tanker",,,,,,,,"10.66","10.36",,,,,,,,"253",,,"90000",,,,,,,,,,,,,,,"105.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_Belcher/STA","7/7/2011 10:57:40+08",
"271997","55952","15401","36997","Constable  H","Sea Land Terminal","Pier","Never Existed","Tanker",,,,,,,,"10.36","10.05",,,,,,,,"243.84",,,"76000",,,"73000",,,,,,"29",,,,,,"101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_Constable  H","20/7/2012 09:57:01+08",
"271998","55953","15401","36997","Constable  T",,"Jetty","Never Existed","Tanker",,,,,,,,,"9.14",,,,,,,,"176.78",,,,,,,,,,,,"30.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_Constable  T","20/7/2012 09:50:44+08",
"271999","55954","15401","36997","Exxon pier  6",,"Pier","Never Existed","Tanker",,,,,,,,"10.36","10.05",,,,,,,,"218",,,"40000",,,,,,,,,"28.9",,,,,,"100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_Exxon pier  6","5/7/2011 12:48:41+08",
"272000","55955","15401","36997","Gordon Main Dock","Gordon Terminal's","T Jetty","Never Existed","Tanker","N","W","40.64905","-74.101917",,,,,"10.97",,,,,,,,"242.3",,,,,,,,,,,,"36.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_Gordon Main Dock","18/4/2016 13:29:57+08",
"272001","55956","15401","36997","IMMT - Pier  1",,"Jetty","Never Existed","Tanker",,,,,,,,,"8.53",,,,,,,,"204",,,,,,,,,,,,"35.1",,,,,,"107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_IMMT - Pier  1","23/6/2011 14:34:56+08",
"272002","55957","15401","36997","IMMT  Pier  3",,"Jetty","Never Existed","Tanker",,,,,,,,,"9.14",,,,,,,,"170",,,"30000",,,,,,,,,"25.9",,,,,,"96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_IMMT  Pier  3","23/6/2011 14:39:46+08",
"272003","55958","15401","36997","IMMT  Pier  A",,"Jetty","Never Existed","Tanker",,,,,,,,,"11.27",,,,,,,,"274",,,"100000",,,,,,,,,,,,,,,"134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_IMMT  Pier  A","22/6/2011 15:55:32+08",
"272004","55959","15401","36997","Powell Duffryn",,"Jetty","Never Existed","Tanker",,,,,,,,"10.66","10.63",,,,,,,,"246.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_Powell Duffryn","23/6/2011 15:32:58+08",
"272005","55960","15401","36997","Rollins",,"Jetty","Never Existed","Tanker",,,,,,,,,"9.75",,,,,,,,,,,"243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne (NJ)_Rollins","6/7/2011 15:59:29+08",
"272010","55869","15401","37002","Oceana -Ciril",,"Jetty","Never Existed","Tanker",,,,,,,,,"10.97",,,,,,,,"243",,,"80000",,,,,,,,,,,,,,,"122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayway Terminal_Oceana -Ciril","20/7/2012 10:09:22+08",
"272011","55870","15401","37003","BP Berth 17/1",,"Pier","Never Existed","Tanker",,,,,,,,"10.67","10.36",,,,,,,,"228.6",,,"50000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BP Terminal_BP Berth 17/1","11/7/2011 14:48:54+08",
"272013","55872","15401","36999","Keasby- Hess",,"Pier","Never Existed","Tanker",,,,,,,,,,,,,,,,,"183",,,"50000",,,,,,,,,"27.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keasby-Hess_Keasby- Hess","1/7/2011 12:36:45+08",
"272014","55873","15401",,"Sunmark",,"Pier","Never Existed","Tanker",,,,,,,,,"5.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"_Sunmark","20/7/2012 07:27:59+08",
"272015","55874","15401","37000","Tenneco",,"Pier","Never Existed","Tanker",,,,,,,,,"8.22",,,,,,,,"243",,,,,,,,,,,,"27.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tenneco_Tenneco","5/7/2011 11:21:11+08",
"272016","55875","15401","37001","Texaco","Duplicate","Pier","Never Existed","Tanker",,,,,,,,,"8.53",,,,,,,,"226",,,,,,,,,,,,"31.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texaco_Texaco","5/7/2011 12:01:28+08",
"272009","55834","15401","37002","Atlantic Pet",,"Jetty","Never Existed","Tanker",,,,,,,,,"10.66",,,,,,,,"335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayway Terminal_Atlantic Pet","4/7/2011 12:05:33+08",
"272007","55715","15401","40377","Roseton Berth","Buckeye Partners LP","Jetty","Closed","Tanker","N","W","41.558233","-73.98225","80","320",,,"7.32",,"0.61","1.52","1.37",,,,"228.6",,,"30480",,,,,,,,,"25.9",,,,,,"91",,,,,,,"42.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/05/2021 - No vessel visits in one year.",,,,,,,,"Buckeye - Roseton Terminal_Roseton Berth","12/5/2021 07:53:22+08",
"272008","55716","15401","40384","State Street-P Amboy","Hess","Dolphin Berth","Never Existed","Tanker","N","W","40.538383","-74.253617",,"50",,"9.7","8.53",,,"1.52","1.37",,,,"198.1",,,"35560",,,,,,,,,,,,,,,,,,,,,,"42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hess - Perth Amboy Terminal_State Street-P Amboy","4/5/2021 09:11:39+08",
"272017","56350","15401","37019","Con ED Berth","Con Edison Power & Light","Jetty","Closed","Tanker","N","W","40.785933","-73.896133","28","165",,,"10.66",,,"1.52","1.37",,"Unrestricted",,"218",,,,,,,,,,,,,,,,,,,,,,,,,"38.71",,,,,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Con ED North (Astoria)_Con ED Berth","21/5/2019 11:21:19+08",
"272018","56372","15401","39399","Bayonne Berth","IMTT","Jetty","Active","Tanker","N","W","40.6468","-74.117383",,"244",,,"13",,,"1.52","1.37","All vessels",,"All vessels","228.79",,,"76578",,,"46837",,,,,,"38.1",,,,,,"114",,"121",,"15.2",,,,,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard",,,,,,,,,,"Available",,,,,,,,,,,"IMTT Bayonne_Bayonne Berth","10/5/2021 11:48:38+08",
"272019","56373","15401","37025","Constable Tanker Berth",,,"Never Existed","Tanker",,,,,,,,,"9.14",,,,,,,,"182.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Constable Terminal_Constable Tanker Berth","21/5/2019 11:21:19+08",
"272021","56375","15401","37008","Dock No. 03","Kinder Morgan","T Jetty","Active","Tanker","N","W","40.588417","-74.208533",,"228",,"10.97","10.8",,"0.3","1.52","1.37","All vessels",,"All vessels","244",,,"75000",,,,,,,,,"40",,,,,,,,,,,,,"40.54",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,,,,,"Available",,,,,,,,,,,"Kinder Morgan, Carteret_Dock No. 03","4/5/2021 14:24:01+08",
"272022","56376","15401","37026","South Dock",,,"Never Existed","Tanker","N","W","40.740467","-74.079917",,,,,"9.14",,,,,,,,"198.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastern Terminal_South Dock","21/5/2019 11:21:19+08",
"272023","56377","15401","37027","Trumbull Tanker Berth",,"Jetty","Never Existed","Tanker","N","W","40.7454","-74.0763",,,,,"9.75",,,,,,,,"182.88",,,,,,,,,,,,,,,,,,,,,,,,,"41.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trumbull_Trumbull Tanker Berth","21/5/2019 11:21:19+08",
"272024","56378","15401","37029","Star Enterprises Tanker Berth",,,"Never Existed","Tanker",,,,,,,,,"10.67",,,,,,,,"225.55",,,,,,,,,,,,,,,,,,,,,,,,,"41.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Star Enterprises_Star Enterprises Tanker Berth","21/5/2019 11:21:19+08",
"272025","56379","15401","37030","Tanker Berth","Darling Ingredients","Floating Pontoon","Active","Tanker","N","W","40.713983","-74.122983","67",,,,"7.32","6.4","0.3","1.52","1.37","No vessels",,"No vessels","182.88",,,"20000",,,,,,,,,"24",,,,,,,,,,,,,"41.76",,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard",,,,,,,,,,,,,,,,,,,,,"Darling Ingredients - Newark_Tanker Berth","10/5/2021 11:41:47+08",
"272026","56380","15401","45236","Newburgh Berth","El Paso Production Company (Coastal Oil and Gas)","Jetty","Never Existed","Tanker","N","W","41.472367","-74.0101",,,,,"9.44",,,,,,,,"304.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Pasco (Coastal) Oil Terminal_Newburgh Berth","21/5/2019 11:21:19+08",
"272027","56381","15401","37031","Newark Tanker Berth",,,"Never Existed","Tanker","N","W","40.694233","-74.141633",,,,,"10.67",,,,,,,,"274.32",,,,,,,,,,,,,,,,,,,,,,,,,"41.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson Terminal_Newark Tanker Berth","21/5/2019 11:21:19+08",
"272028","56382","15401","37005","Bayonne Tanker Berth",,"Pier","Never Existed","Tanker",,,,,,,,"11","10.05",,,,,,,,"274.32",,,"100000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buckeye - Port Reading Terminal_Bayonne Tanker Berth","21/5/2019 11:21:19+08",
"272029","56383","15401","37032","North Sewaren Berth","Shell","Jetty","Active","Tanker","N","W","40.543233","-74.253183","56","190",,"9.9",,"9.58","0.32","1.52","1.37","All vessels",,"All vessels","213.34","30.47",,"51768",,,,,,,,,"32.3",,,,,,"106.67",,"106.67",,"12.19",,,"43.59",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Shore (crew)",,,,,,,"Not Available",,,,,,,,,,,"Shell - Sewaren Terminal_North Sewaren Berth","4/5/2021 09:51:18+08",
"272030","56384","15401","37033","Bowline Point Tanker Berth","Orange and Rockland Utilities","T Jetty","Closed","Tanker","N","W","41.203733","-73.9559",,"200",,,"6.4",,,"1.52","1.37",,,,"152",,,,,,,,,,,,,,,,,,,,,,,,,"42.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/05/2021 - No vessel visits in one year.",,,,,,,,"Bowline Point Terminal_Bowline Point Tanker Berth","12/5/2021 07:51:19+08",
"272031","56659","15401","37020","Berth B","BP Oil","Pier","Never Existed","Tanker",,,,,,,,"8.53","8.22",,,,,,"Unrestricted",,"243.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starboard","HFO",,"Ship","Available",,,,,,"Available",,,,,,,,,,,"Trembly Point - Staten_Berth B","21/5/2019 11:21:19+08",
"272032","56660","15401","37018","West of One","IMTT Corp","Pier","Never Existed","Tanker",,,,,"194",,,,,"9.9",,,,,"Unrestricted",,"213.34",,,"50800",,,,,,,,,"35.05",,,,,,"103.62",,,,"15.2",,"5","64.6",,,,,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"IMTT Bayonne_West of One","22/6/2011 16:38:36+08",
"272033","56661","15401","37018","East of One","IMTT Corp","Pier","Never Existed","Tanker",,,,,,,,,"9.14","8.07",,,,,"Unrestricted",,"198.11",,,,,,,,,,,,"28.64",,,,,,"97.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port","HFO",,"Ship","Available",,,,,,,,,,,,,,,,,"IMTT Bayonne_East of One","21/5/2019 11:21:19+08",
"272034","56662","15401","37018","Pier A","IMTT Corp","Pier","Never Existed","Tanker","N","W","40.648717","-74.112583",,,,,"13.71",,,,,,"Unrestricted",,"266.68",,,"130000",,,,,,,,,,"Unrestricted",,,,,"134",,,,"18.29",,,"64.6",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,"3+2+2","3+2+2",,,,,,"Most vessel's dock starboard side to, but vessels can dock either side to depending on BCMBCM is unlimited docking port side to,  but max 134.11m when docking starboard side to berth",,,,,,,,"IMTT Bayonne_Pier A","21/5/2019 11:21:19+08",
"272035","56663","15401","39399","Pier 06 North","IMTT","Pier","Active","Tanker","N","W","40.653617","-74.085883",,"208",,"12.19","12","10.54",,"1.52","1.37","All vessels","Unrestricted","All vessels","253.59",,,"90000",,,,,,,,,"45.72",,,,,,"114.3",,,,,,,,,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"IMTT Bayonne_Pier 06 North","10/5/2021 14:06:57+08",
"272036","56664","15401","39399","Pier 05B","IMTT","T Jetty","Active","Tanker","N","W","40.648717","-74.098833",,"102",,,,"11.27",,"1.52","1.37","All vessels","Unrestricted","All vessels","243.8",,,"107506",,,,,,,,,,"Unrestricted",,,,,,,,,"13.1",,,,,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship","Available",,,,,,,,,,,,,,,,,"IMTT Bayonne_Pier 05B","10/5/2021 13:57:44+08",
"272037","56665","15401","37008","Dock No. 02 ","Kinder Morgan","Jetty","Active","Tanker","N","W","40.583867","-74.209667",,"214",,,"11.3",,"0.3","1.52","1.37","All vessels",,"All vessels","246.89",,,"75000",,,,,,,,,"38",,,,,,,,,,,,,"40.54",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,"Bow lines lead ahead with limited breasting capability. Chain hook secured to springs bollards. Do not use kooks. Place lines over bollards. When portside towards deploy gang-way aft of manifolds.","Stern line leads are acceptable.",,,"Available",,,,,,,,,,,"Kinder Morgan, Carteret_Dock No. 02","4/5/2021 14:26:54+08",
"272038","56666","15401","37013","No 1 Ship Berth","Mobil Oil Co","Pier","Never Existed","Tanker",,,,,"198",,,"8.23","7.6",,,,,,"Unrestricted",,"243.84",,,"50000",,,"43000",,,,,,,,,,,,"61",,,,,,,"43.6",,,,,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship","Available",,,,,,"Available",,,,,,,,,,,"Port Mobil_No 1 Ship Berth","21/5/2019 11:21:19+08",
"272039","56667","15401","37014","Niagra Mohawk","Niagra Mohawk Steam Gen Plant","Pier","Never Existed","Tanker",,,,,,,,,"9.75",,,,,,"Unrestricted",,"228.6",,,,,,,,,,,,"33.53",,,,,,,,,,,,,"41.15",,,,,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,"Available",,,,,,,,,,,"Niagra Mohawk_Niagra Mohawk","20/7/2012 09:24:04+08",
"272040","56668","15401","37015","West Berth","Astoria Energy LLC","Pier","Active","Tanker","N","W","40.78385","-73.895183",,"297",,,"10.67",,,"1.52","1.37",,"Unrestricted",,"304.8",,,"155000",,,,,,,,,"43.28",,,,,,"164",,,,"15.2",,,"38.4",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Astoria Energy_West Berth","9/5/2019 09:14:33+08",
"272041","56669","15401","37015","East Berth","Astoria Energy LLC","Finger Pier","Active","Tanker","N","W","40.783733","-73.895",,"183",,,"10.52",,,"1.52","1.37",,"Unrestricted",,"304.8",,,"50800",,,,,,,,,"43.28",,,,,,"106",,,,"15.2",,,"38.4",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Astoria Energy_East Berth","9/5/2019 09:14:12+08",
"272042","56670","15401","37016","Berth No 1","Sears Oil Company","Pier","Never Existed","Tanker",,,,,,,,,"8.84",,,,,,"Unrestricted",,"228.6",,,,,,,,,,,,,,,,,,,,,,,,,"41.15",,,,,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Sears Rensselear_Berth No 1","20/7/2012 08:49:05+08",
"272043","56671","15401","37017","A Dock -P Amboy 906","Stolt Nielson","Jetty","Never Existed","Tanker",,,,,"304",,,"11.5","10.67",,,,,,"Unrestricted",,"259.08",,,"81280",,,,,,,,,,,,,,,"122",,,,"15.2",,,"44.2",,,,,,,,,,,,,,,,,,,,,,"Port",,,"Ship",,,"Soft lines are acceptable","Soft lines are acceptable",,,"Available",,,,,,,,,,,"Stolt Outerbridge- P Amboy_A Dock -P Amboy 906","21/5/2019 11:21:19+08",
"272044","56502","15401","37002","Oil Dock No. 01","Phillips 66 ","Jetty","Active","Tanker","N","W","40.632283","-74.2029","195",,"391",,"12.9",,"0.63","1.52","1.37","All vessels",,"All vessels","276",,,"160000",,,,,,,,,"48",,,,,,,,"131.1",,"21.3","1.2",,"40.54",,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,"Available","Pipeline",,,,,,,,,,"Bayway Terminal_Oil Dock No. 01","5/5/2021 08:43:28+08",
"272045","56505","15401","37002","Oil Dock No. 02","Phillips 66 ","Jetty","Active","Tanker","N","W","40.6302","-74.2039","195",,"391","11.3","10.66",,,"1.52","1.37","All vessels","Unrestricted","All vessels","246.87",,,"73000",,,,,,,,,"40",,,,,,"100.58",,,,"14.3",,,"40.54",,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,"Available","Pipeline",,,,,,,,,,"Bayway Terminal_Oil Dock No. 02","5/5/2021 08:21:47+08",
"272046","56506","15401","38971","No. 19","BP Marine","Pier","Never Existed","Tanker","N","W","40.694667","-74.138233","205",,"844",,"10.67",,,"1.52","1.37",,"Unrestricted",,"213.36",,,"55880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,"Available",,,,,,,,,,,"BP Marine Americas_No. 19","12/5/2021 08:44:14+08",
"272047","56507","15401","37003","Dock No 21","BP North America","Jetty","Never Existed","Tanker","N","W","40.693217","-74.137",,,,"10.4","8.85",,,,,,"Unrestricted",,"243.82",,"Increase possible with HM permission","55880",,,,,,,,,"43.88",,,,,,"102",,,,"12.1",,,"45.12",,,"Starboard",,,,,,,,,,,,,,,,,,,"Starboard","Not Available",,"Ship","Not Available",,,,,,"Available",,,,,,,,,,,"BP Terminal_Dock No 21","4/7/2011 14:23:39+08",
"272048","56508","15401","20132","Buckeye Berth - Perth Amboy","Buckeye","T Jetty","Active","Tanker","N","W","40.534567","-74.2526","178","347",,"11.2","10.36",,"0.61","1.52","1.37","All vessels","Unrestricted","All vessels","259.06",,,"115468",,,,,,,,,"44",,,,,,"137.2",,,,"14.3",,"5","43.58",,,"Either P/S",,,,,,,,,,,,,,,,,,,"Port or Starboard","Not Available",,"Ship","Not Available",,"3 Head lines, 1 Brest lines, 2 Spring lines","2 Spring lines, 1 Brest lines, 3 Stern lines","Not Available",,,,,"Max Airdraught - Northway - 40.53m & Southway 43.58",,,,,,,,"Buckeye Terminal - Perth Amboy_Buckeye Berth - Perth Amboy","29/4/2021 15:24:00+08",
"272049","56509","15401","37022","Berth","Cibro Oil Co","Pier","Never Existed","Tanker",,,,,,,,,"12.19",,,,,,"Unrestricted",,"262.13",,,,,,,,,,,,"42.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Port or Starboard",,,"Ship",,,,,,,,,,,,,,,,,,"Cibro Terminal_Berth","21/5/2019 11:21:19+08",
"272050","56510","15401","37023","CITGO Tremley Pt No. 04 PCI","CITGO Petroleum","Dolphin Berth","Closed","Tanker","N","W","40.6037","-74.204317",,"165",,,"10.97",,,"1.52","1.37",,"Unrestricted",,"201.17",,,"50800",,,,,,,,,"32.31",,,,,,,,,,,,"5","40.54",,,,,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,"Available",,,"04/05/2021 - No vessel visits in one year.",,,,,,,,"CITGO Petroleum Tremley Point Terminal_CITGO Tremley Pt No. 04 PCI","4/5/2021 15:16:39+08",
"272051","56511","15401","37006","Hudson Ave Brooklyn","Con Edison Power & Light","Pier","Closed","Tanker","N","W","40.705867","-73.981683","132",,,"11.58","10.97",,"0.61","1.52","1.37",,"Unrestricted",,"243.82",,,"81280",,,"80000",,,,,,"38.1",,,,,,"125",,,,,,,"38.71",,,,,,,,,,,,,,,,,,,,,,"Starboard",,,"Ship",,,,,,,"Available",,,"11/05/2021 - No vessel visits in one year.",,,,,,,,"Con ED Hudson Ave._Hudson Ave Brooklyn","11/5/2021 09:16:13+08",
