,Date,TEU
261,2020-09-23,165815.63607142857
262,2020-09-24,163378.70675714285
263,2020-09-25,160941.77744285716
264,2020-09-26,158504.84812857144
265,2020-09-27,156067.91881428572
266,2020-09-28,153630.9895
267,2020-09-29,149714.5594142857
268,2020-09-30,145798.12932857143
269,2020-10-01,141881.69924285714
270,2020-10-02,137965.26915714284
271,2020-10-03,134048.83907142858
272,2020-10-04,130132.40898571428
273,2020-10-05,126215.9789
274,2020-10-06,132401.39677142858
275,2020-10-07,138586.81464285715
276,2020-10-08,144772.23251428572
277,2020-10-09,150957.65038571428
278,2020-10-10,157143.06825714288
279,2020-10-11,163328.48612857144
280,2020-10-12,169513.904
281,2020-10-13,166988.9883857143
282,2020-10-14,164464.0727714286
283,2020-10-15,161939.15715714288
284,2020-10-16,159414.24154285714
285,2020-10-17,156889.32592857143
286,2020-10-18,154364.41031428572
287,2020-10-19,151839.4947
288,2020-10-20,152096.61465714287
289,2020-10-21,152353.73461428573
290,2020-10-22,152610.8545714286
291,2020-10-23,152867.97452857142
292,2020-10-24,153125.09448571427
293,2020-10-25,153382.21444285713
294,2020-10-26,153639.3344
295,2020-10-27,154084.9994142857
296,2020-10-28,154530.6644285714
297,2020-10-29,154976.32944285712
298,2020-10-30,155421.99445714286
299,2020-10-31,155867.65947142857
300,2020-11-01,156313.32448571429
301,2020-11-02,156758.9895
302,2020-11-03,147621.13235285715
303,2020-11-04,138483.27520571428
304,2020-11-05,129345.41805857143
305,2020-11-06,120207.56091142856
306,2020-11-07,111069.70376428572
307,2020-11-08,101931.84661714286
308,2020-11-09,92793.98947
309,2020-11-10,97074.12161714285
310,2020-11-11,101354.25376428572
311,2020-11-12,105634.38591142857
312,2020-11-13,109914.51805857143
313,2020-11-14,114194.65020571428
314,2020-11-15,118474.78235285715
315,2020-11-16,122754.9145
316,2020-11-17,135057.913
317,2020-11-18,147360.9115
318,2020-11-19,159663.91
319,2020-11-20,171966.90850000002
320,2020-11-21,184269.907
321,2020-11-22,196572.9055
322,2020-11-23,208875.904
323,2020-11-24,194602.12974285716
324,2020-11-25,180328.3554857143
325,2020-11-26,166054.58122857142
326,2020-11-27,151780.80697142857
327,2020-11-28,137507.0327142857
328,2020-11-29,123233.25845714286
329,2020-11-30,108959.4842
330,2020-12-01,116334.97274285715
331,2020-12-02,123710.4612857143
332,2020-12-03,131085.94982857144
333,2020-12-04,138461.43837142858
334,2020-12-05,145836.92691428572
335,2020-12-06,153212.41545714287
336,2020-12-07,160587.904
337,2020-12-08,167885.3447857143
338,2020-12-09,175182.78557142857
339,2020-12-10,182480.22635714285
340,2020-12-11,189777.66714285716
341,2020-12-12,197075.10792857144
342,2020-12-13,204372.54871428572
343,2020-12-14,211669.9895
344,2020-12-15,199431.7037857143
345,2020-12-16,187193.41807142858
346,2020-12-17,174955.13235714287
347,2020-12-18,162716.84664285713
348,2020-12-19,150478.56092857145
349,2020-12-20,138240.2752142857
350,2020-12-21,126001.9895
351,2020-12-22,129771.70378571429
352,2020-12-23,133541.41807142858
353,2020-12-24,137311.13235714287
354,2020-12-25,141080.84664285713
355,2020-12-26,144850.56092857142
356,2020-12-27,148620.2752142857
357,2020-12-28,152389.9895
358,2020-12-29,145514.56092857142
359,2020-12-30,138639.13235714287
360,2020-12-31,131763.7037857143
361,2021-01-01,124888.2752142857
362,2021-01-02,118012.84664285714
363,2021-01-03,111137.41807142858
364,2021-01-04,104261.9895
365,2021-01-05,116349.32448571429
366,2021-01-06,128436.65947142857
367,2021-01-07,140523.99445714284
368,2021-01-08,152611.32944285712
369,2021-01-09,164698.6644285714
370,2021-01-10,176785.9994142857
371,2021-01-11,188873.3344
372,2021-01-12,191511.9994142857
373,2021-01-13,194150.6644285714
374,2021-01-14,196789.32944285712
375,2021-01-15,199427.99445714286
376,2021-01-16,202066.65947142857
377,2021-01-17,204705.32448571429
378,2021-01-18,207343.9895
379,2021-01-19,199922.40735714286
380,2021-01-20,192500.82521428572
381,2021-01-21,185079.24307142856
382,2021-01-22,177657.66092857142
383,2021-01-23,170236.0787857143
384,2021-01-24,162814.49664285715
385,2021-01-25,155392.9145
386,2021-01-26,160803.85452857145
387,2021-01-27,166214.79455714286
388,2021-01-28,171625.7345857143
389,2021-01-29,177036.67461428573
390,2021-01-30,182447.61464285717
391,2021-01-31,187858.55467142857
392,2021-02-01,193269.4947
393,2021-02-02,194676.2074857143
394,2021-02-03,196082.9202714286
395,2021-02-04,197489.63305714287
396,2021-02-05,198896.34584285715
397,2021-02-06,200303.05862857142
398,2021-02-07,201709.77141428573
399,2021-02-08,203116.4842
400,2021-02-09,200706.4735
401,2021-02-10,198296.4628
402,2021-02-11,195886.4521
403,2021-02-12,193476.4414
404,2021-02-13,191066.4307
405,2021-02-14,188656.41999999998
406,2021-02-15,186246.4093
407,2021-02-16,179537.90854285716
408,2021-02-17,172829.40778571428
409,2021-02-18,166120.90702857144
410,2021-02-19,159412.40627142857
411,2021-02-20,152703.90551428573
412,2021-02-21,145995.40475714288
413,2021-02-22,139286.904
414,2021-02-23,139487.7026714286
415,2021-02-24,139688.50134285714
416,2021-02-25,139889.30001428572
417,2021-02-26,140090.0986857143
418,2021-02-27,140290.89735714288
419,2021-02-28,140491.69602857143
420,2021-03-01,140692.4947
421,2021-03-02,144927.27967142858
422,2021-03-03,149162.06464285715
423,2021-03-04,153396.84961428572
424,2021-03-05,157631.6345857143
425,2021-03-06,161866.41955714286
426,2021-03-07,166101.20452857143
427,2021-03-08,170335.9895
428,2021-03-09,159755.84814285714
429,2021-03-10,149175.70678571428
430,2021-03-11,138595.56542857143
431,2021-03-12,128015.42407142857
432,2021-03-13,117435.28271428571
433,2021-03-14,106855.14135714286
434,2021-03-15,96275.0
435,2021-03-16,103698.5684142857
436,2021-03-17,111122.13682857143
437,2021-03-18,118545.70524285713
438,2021-03-19,125969.27365714285
439,2021-03-20,133392.84207142855
440,2021-03-21,140816.41048571427
441,2021-03-22,148239.9789
442,2021-03-23,153644.11255714286
443,2021-03-24,159048.2462142857
444,2021-03-25,164452.37987142857
445,2021-03-26,169856.51352857144
446,2021-03-27,175260.6471857143
447,2021-03-28,180664.78084285714
448,2021-03-29,186068.9145
449,2021-03-30,186685.20941428572
450,2021-03-31,187301.50432857143
451,2021-04-01,187917.79924285715
452,2021-04-02,188534.09415714286
453,2021-04-03,189150.38907142857
454,2021-04-04,189766.68398571428
455,2021-04-05,190382.9789
456,2021-04-06,182968.19544285713
457,2021-04-07,175553.41198571428
458,2021-04-08,168138.62852857143
459,2021-04-09,160723.84507142857
460,2021-04-10,153309.06161428572
461,2021-04-11,145894.27815714286
462,2021-04-12,138479.4947
463,2021-04-13,139745.63755714288
464,2021-04-14,141011.78041428572
465,2021-04-15,142277.9232714286
466,2021-04-16,143544.06612857143
467,2021-04-17,144810.2089857143
468,2021-04-18,146076.35184285714
469,2021-04-19,147342.4947
470,2021-04-20,151234.8511
471,2021-04-21,155127.20750000002
472,2021-04-22,159019.5639
473,2021-04-23,162911.9203
474,2021-04-24,166804.2767
475,2021-04-25,170696.6331
476,2021-04-26,174588.9895
477,2021-04-27,173427.48874285715
478,2021-04-28,172265.98798571428
479,2021-04-29,171104.48722857144
480,2021-04-30,169942.98647142856
481,2021-05-01,168781.48571428572
482,2021-05-02,167619.98495714285
483,2021-05-03,166458.4842
484,2021-05-04,159730.62705714288
485,2021-05-05,153002.76991428572
486,2021-05-06,146274.9127714286
487,2021-05-07,139547.05562857143
488,2021-05-08,132819.1984857143
489,2021-05-09,126091.34134285715
490,2021-05-10,119363.4842
491,2021-05-11,118973.84210000001
492,2021-05-12,118584.2
493,2021-05-13,118194.5579
494,2021-05-14,117804.9158
495,2021-05-15,117415.2737
496,2021-05-16,117025.6316
497,2021-05-17,116635.9895
498,2021-05-18,122471.13385714285
499,2021-05-19,128306.27821428572
500,2021-05-20,134141.4225714286
501,2021-05-21,139976.56692857144
502,2021-05-22,145811.7112857143
503,2021-05-23,151646.85564285715
504,2021-05-24,157482.0
505,2021-05-25,166241.41485714287
506,2021-05-26,175000.8297142857
507,2021-05-27,183760.24457142857
508,2021-05-28,192519.65942857144
509,2021-05-29,201279.0742857143
510,2021-05-30,210038.48914285714
511,2021-05-31,218797.904
512,2021-06-01,207452.2512
513,2021-06-02,196106.59840000002
514,2021-06-03,184760.9456
515,2021-06-04,173415.2928
516,2021-06-05,162069.64
517,2021-06-06,150723.9872
518,2021-06-07,139378.3344
519,2021-06-08,143771.84434285713
520,2021-06-09,148165.35428571427
521,2021-06-10,152558.86422857142
522,2021-06-11,156952.3741714286
523,2021-06-12,161345.88411428573
524,2021-06-13,165739.39405714287
525,2021-06-14,170132.904
526,2021-06-15,168881.48764285716
527,2021-06-16,167630.07128571428
528,2021-06-17,166378.65492857143
529,2021-06-18,165127.23857142858
530,2021-06-19,163875.82221428573
531,2021-06-20,162624.40585714285
532,2021-06-21,161372.9895
533,2021-06-22,159784.56242857143
534,2021-06-23,158196.13535714286
535,2021-06-24,156607.7082857143
536,2021-06-25,155019.2812142857
537,2021-06-26,153430.85414285713
538,2021-06-27,151842.42707142857
539,2021-06-28,150254.0
540,2021-06-29,147885.92631428572
541,2021-06-30,145517.85262857142
542,2021-07-01,143149.77894285714
543,2021-07-02,140781.70525714286
544,2021-07-03,138413.6315714286
545,2021-07-04,136045.55788571428
546,2021-07-05,133677.4842
547,2021-07-06,135136.18778571428
548,2021-07-07,136594.8913714286
549,2021-07-08,138053.59495714286
550,2021-07-09,139512.29854285714
551,2021-07-10,140971.00212857142
552,2021-07-11,142429.70571428572
553,2021-07-12,143888.4093
554,2021-07-13,150944.27864285716
555,2021-07-14,158000.14798571428
556,2021-07-15,165056.01732857144
557,2021-07-16,172111.88667142857
558,2021-07-17,179167.75601428573
559,2021-07-18,186223.62535714288
560,2021-07-19,193279.4947
561,2021-07-20,186310.4947
562,2021-07-21,179341.4947
563,2021-07-22,172372.4947
564,2021-07-23,165403.4947
565,2021-07-24,158434.4947
566,2021-07-25,151465.4947
567,2021-07-26,144496.4947
568,2021-07-27,139892.2089857143
569,2021-07-28,135287.9232714286
570,2021-07-29,130683.63755714287
571,2021-07-30,126079.35184285714
572,2021-07-31,121475.06612857143
573,2021-08-01,116870.78041428572
574,2021-08-02,112266.4947
575,2021-08-03,118626.56538571428
576,2021-08-04,124986.63607142857
577,2021-08-05,131346.70675714285
578,2021-08-06,137706.77744285713
579,2021-08-07,144066.84812857144
580,2021-08-08,150426.91881428572
581,2021-08-09,156786.9895
582,2021-08-10,151729.77595714285
583,2021-08-11,146672.5624142857
584,2021-08-12,141615.34887142858
585,2021-08-13,136558.13532857143
586,2021-08-14,131500.92178571428
587,2021-08-15,126443.70824285713
588,2021-08-16,121386.4947
589,2021-08-17,126758.56538571428
590,2021-08-18,132130.63607142857
591,2021-08-19,137502.70675714285
592,2021-08-20,142874.77744285713
593,2021-08-21,148246.84812857144
594,2021-08-22,153618.91881428572
595,2021-08-23,158990.9895
596,2021-08-24,155835.2752142857
597,2021-08-25,152679.56092857142
598,2021-08-26,149523.84664285713
599,2021-08-27,146368.13235714287
600,2021-08-28,143212.41807142858
601,2021-08-29,140056.7037857143
602,2021-08-30,136900.9895
603,2021-08-31,131455.04947
604,2021-09-01,126009.10944
605,2021-09-02,120563.16941
606,2021-09-03,115117.22938
607,2021-09-04,109671.28935
608,2021-09-05,104225.34932
609,2021-09-06,98779.40929
610,2021-09-07,102121.27713428572
611,2021-09-08,105463.14497857142
612,2021-09-09,108805.01282285714
613,2021-09-10,112146.88066714286
614,2021-09-11,115488.74851142857
615,2021-09-12,118830.61635571429
616,2021-09-13,122172.4842
617,2021-09-14,122352.27067142857
618,2021-09-15,122532.05714285714
619,2021-09-16,122711.84361428571
620,2021-09-17,122891.63008571429
621,2021-09-18,123071.41655714286
622,2021-09-19,123251.20302857143
623,2021-09-20,123430.9895
624,2021-09-21,124457.41957142857
625,2021-09-22,125483.84964285714
626,2021-09-23,126510.27971428572
627,2021-09-24,127536.70978571428
628,2021-09-25,128563.13985714286
629,2021-09-26,129589.56992857144
630,2021-09-27,130616.0
631,2021-09-28,133832.14285714287
632,2021-09-29,137048.2857142857
633,2021-09-30,140264.42857142858
634,2021-10-01,143480.57142857142
635,2021-10-02,146696.7142857143
636,2021-10-03,149912.85714285716
637,2021-10-04,153129.0
638,2021-10-05,158388.06917142856
639,2021-10-06,163647.13834285716
640,2021-10-07,168906.20751428572
641,2021-10-08,174165.27668571429
642,2021-10-09,179424.34585714285
643,2021-10-10,184683.41502857144
644,2021-10-11,189942.4842
645,2021-10-12,178008.5563857143
646,2021-10-13,166074.62857142856
647,2021-10-14,154140.70075714285
648,2021-10-15,142206.77294285715
649,2021-10-16,130272.84512857143
650,2021-10-17,118338.9173142857
651,2021-10-18,106404.9895
652,2021-10-19,111295.97878571428
653,2021-10-20,116186.96807142858
654,2021-10-21,121077.95735714286
655,2021-10-22,125968.94664285715
656,2021-10-23,130859.93592857145
657,2021-10-24,135750.92521428573
658,2021-10-25,140641.9145
659,2021-10-26,139594.78235714286
660,2021-10-27,138547.65021428574
661,2021-10-28,137500.51807142858
662,2021-10-29,136453.38592857143
663,2021-10-30,135406.25378571427
664,2021-10-31,134359.12164285715
665,2021-11-01,133311.9895
666,2021-11-02,132542.3473857143
667,2021-11-03,131772.70527142857
668,2021-11-04,131003.06315714285
669,2021-11-05,130233.42104285714
670,2021-11-06,129463.77892857142
671,2021-11-07,128694.13681428571
672,2021-11-08,127924.4947
673,2021-11-09,142176.26745714285
674,2021-11-10,156428.04021428572
675,2021-11-11,170679.81297142856
676,2021-11-12,184931.58572857143
677,2021-11-13,199183.3584857143
678,2021-11-14,213435.13124285714
679,2021-11-15,227686.904
680,2021-11-16,221648.55981428572
681,2021-11-17,215610.21562857143
682,2021-11-18,209571.87144285714
683,2021-11-19,203533.52725714288
684,2021-11-20,197495.1830714286
685,2021-11-21,191456.8388857143
686,2021-11-22,185418.4947
687,2021-11-23,169877.20899142858
688,2021-11-24,154335.92328285714
689,2021-11-25,138794.63757428573
690,2021-11-26,123253.35186571428
691,2021-11-27,107712.06615714285
692,2021-11-28,92170.78044857143
693,2021-11-29,76629.49474
694,2021-11-30,88707.56240571428
695,2021-12-01,100785.63007142858
696,2021-12-02,112863.69773714285
697,2021-12-03,124941.76540285716
698,2021-12-04,137019.83306857143
699,2021-12-05,149097.9007342857
700,2021-12-06,161175.9684
701,2021-12-07,155781.25712857145
702,2021-12-08,150386.54585714286
703,2021-12-09,144991.8345857143
704,2021-12-10,139597.1233142857
705,2021-12-11,134202.41204285715
706,2021-12-12,128807.70077142857
707,2021-12-13,123412.9895
708,2021-12-14,127672.6316
709,2021-12-15,131932.2737
710,2021-12-16,136191.91580000002
711,2021-12-17,140451.5579
712,2021-12-18,144711.2
713,2021-12-19,148970.8421
714,2021-12-20,153230.4842
715,2021-12-21,149036.1984857143
716,2021-12-22,144841.9127714286
717,2021-12-23,140647.62705714285
718,2021-12-24,136453.34134285714
719,2021-12-25,132259.05562857143
720,2021-12-26,128064.76991428572
721,2021-12-27,123870.4842
722,2021-12-28,121875.75771428572
723,2021-12-29,119881.03122857143
724,2021-12-30,117886.30474285714
725,2021-12-31,115891.57825714286
726,2022-01-01,113896.85177142857
727,2022-01-02,111902.12528571428
728,2022-01-03,109907.3988
729,2022-01-04,106463.19446
730,2022-01-05,103018.99012
731,2022-01-06,99574.78578
732,2022-01-07,96130.58144
733,2022-01-08,92686.3771
734,2022-01-09,89242.17276
735,2022-01-10,85797.96842
736,2022-01-11,92634.32781714287
737,2022-01-12,99470.68721428572
738,2022-01-13,106307.04661142858
739,2022-01-14,113143.40600857143
740,2022-01-15,119979.7654057143
741,2022-01-16,126816.12480285714
742,2022-01-17,133652.4842
743,2022-01-18,133549.62705714288
744,2022-01-19,133446.76991428572
745,2022-01-20,133343.9127714286
746,2022-01-21,133241.05562857143
747,2022-01-22,133138.1984857143
748,2022-01-23,133035.34134285714
749,2022-01-24,132932.4842
750,2022-01-25,134850.91427142857
751,2022-01-26,136769.34434285716
752,2022-01-27,138687.77441428573
753,2022-01-28,140606.2044857143
754,2022-01-29,142524.63455714285
755,2022-01-30,144443.06462857145
756,2022-01-31,146361.4947
757,2022-02-01,148898.99545714285
758,2022-02-02,151436.49621428573
759,2022-02-03,153973.99697142857
760,2022-02-04,156511.49772857144
761,2022-02-05,159048.99848571428
762,2022-02-06,161586.49924285716
763,2022-02-07,164124.0
764,2022-02-08,157479.28421428573
765,2022-02-09,150834.56842857142
766,2022-02-10,144189.85264285715
767,2022-02-11,137545.13685714285
768,2022-02-12,130900.42107142857
769,2022-02-13,124255.70528571428
770,2022-02-14,117610.9895
771,2022-02-15,121483.20302857143
772,2022-02-16,125355.41655714286
773,2022-02-17,129227.63008571428
774,2022-02-18,133099.84361428572
775,2022-02-19,136972.05714285714
776,2022-02-20,140844.2706714286
777,2022-02-21,144716.4842
778,2022-02-22,148724.05562857143
779,2022-02-23,152731.62705714288
780,2022-02-24,156739.1984857143
781,2022-02-25,160746.76991428572
782,2022-02-26,164754.34134285714
783,2022-02-27,168761.9127714286
784,2022-02-28,172769.4842
785,2022-03-01,175452.8421
786,2022-03-02,178136.2
787,2022-03-03,180819.5579
788,2022-03-04,183502.9158
789,2022-03-05,186186.2737
790,2022-03-06,188869.6316
791,2022-03-07,191552.9895
792,2022-03-08,180949.91881428572
793,2022-03-09,170346.84812857144
794,2022-03-10,159743.77744285716
795,2022-03-11,149140.70675714285
796,2022-03-12,138537.63607142857
797,2022-03-13,127934.56538571429
798,2022-03-14,117331.4947
799,2022-03-15,124076.92177142856
800,2022-03-16,130822.34884285714
801,2022-03-17,137567.7759142857
802,2022-03-18,144313.20298571428
803,2022-03-19,151058.63005714287
804,2022-03-20,157804.05712857144
805,2022-03-21,164549.4842
806,2022-03-22,162825.97424285716
807,2022-03-23,161102.4642857143
808,2022-03-24,159378.95432857145
809,2022-03-25,157655.44437142857
810,2022-03-26,155931.93441428573
811,2022-03-27,154208.42445714286
812,2022-03-28,152484.9145
813,2022-03-29,161067.20021428572
814,2022-03-30,169649.48592857143
815,2022-03-31,178231.77164285714
816,2022-04-01,186814.05735714285
817,2022-04-02,195396.3430714286
818,2022-04-03,203978.6287857143
819,2022-04-04,212560.9145
820,2022-04-05,202928.7101714286
821,2022-04-06,193296.50584285715
822,2022-04-07,183664.30151428573
823,2022-04-08,174032.0971857143
824,2022-04-09,164399.89285714287
825,2022-04-10,154767.68852857145
826,2022-04-11,145135.4842
827,2022-04-12,149985.70074285715
828,2022-04-13,154835.9172857143
829,2022-04-14,159686.13382857142
830,2022-04-15,164536.35037142856
831,2022-04-16,169386.5669142857
832,2022-04-17,174236.78345714285
833,2022-04-18,179087.0
834,2022-04-19,178644.78495714287
835,2022-04-20,178202.5699142857
836,2022-04-21,177760.35487142857
837,2022-04-22,177318.13982857144
838,2022-04-23,176875.9247857143
839,2022-04-24,176433.70974285714
840,2022-04-25,175991.4947
841,2022-04-26,171965.99395714287
842,2022-04-27,167940.49321428573
843,2022-04-28,163914.9924714286
844,2022-04-29,159889.49172857142
845,2022-04-30,155863.99098571428
846,2022-05-01,151838.49024285714
847,2022-05-02,147812.9895
848,2022-05-03,135657.2045342857
849,2022-05-04,123501.41956857142
